imgsz,second,visible,airborne,n_det,max_conf
480,0,1,0,5,0.8540062308311462
480,1,1,0,4,0.8586161732673645
480,2,1,0,3,0.857879638671875
480,3,1,0,3,0.859942615032196
480,4,1,0,3,0.8575339317321777
480,5,1,0,3,0.852674663066864
480,6,1,0,3,0.8414948582649231
480,7,1,0,3,0.8447256684303284
480,8,1,0,3,0.8369520306587219
480,9,1,0,3,0.8395317792892456
480,10,1,0,3,0.8155587911605835
480,11,1,1,3,0.7171322107315063
480,12,1,1,4,0.7139604687690735
480,13,1,1,3,0.7221947908401489
480,14,1,1,4,0.7138848900794983
480,15,1,1,3,0.7401959896087646
480,16,1,1,4,0.81626296043396
480,17,1,1,4,0.725988507270813
480,18,1,1,6,0.6719773411750793
480,19,1,1,5,0.7123388648033142
480,20,1,1,6,0.7000798583030701
480,21,1,1,5,0.7110511064529419
480,22,1,1,5,0.7192507386207581
480,23,1,1,5,0.7178681492805481
480,24,1,1,5,0.7213379740715027
480,25,1,1,4,0.6900222301483154
480,26,1,1,4,0.7353473901748657
480,27,1,1,5,0.6795490980148315
480,28,1,1,5,0.6618366241455078
480,29,1,1,5,0.6890047192573547
480,30,1,1,6,0.6931349039077759
480,31,1,1,7,0.6762825846672058
480,32,1,1,4,0.6853508949279785
480,33,1,1,3,0.7307971119880676
480,34,1,1,3,0.7589432597160339
480,35,1,1,5,0.7138521671295166
480,36,1,1,5,0.634613037109375
480,37,1,1,6,0.64681476354599
480,38,1,1,6,0.7385936379432678
480,39,1,1,6,0.7001636028289795
480,40,1,1,6,0.6909298300743103
480,41,1,1,7,0.6186544299125671
480,42,1,1,7,0.7124127149581909
480,43,1,1,6,0.7625007629394531
480,44,1,1,7,0.6866625547409058
480,45,1,1,6,0.630604088306427
480,46,1,1,7,0.6140082478523254
480,47,1,1,6,0.7685111165046692
480,48,1,1,5,0.7874870300292969
480,49,1,1,6,0.7448543310165405
480,50,1,1,6,0.7107973098754883
480,51,1,1,6,0.714719831943512
480,52,1,1,6,0.7214964032173157
480,53,1,1,6,0.7461420297622681
480,54,1,1,7,0.6802412867546082
480,55,1,1,7,0.6693602204322815
480,56,1,1,7,0.6920109987258911
480,57,1,1,7,0.6733351349830627
480,58,1,1,7,0.6919600367546082
480,59,1,1,6,0.6973366737365723
480,60,1,1,5,0.6786061525344849
480,61,1,1,7,0.6474021077156067
480,62,1,1,6,0.7141677141189575
480,63,1,1,4,0.6690823435783386
480,64,1,1,3,0.7576733827590942
480,65,1,1,3,0.7646307945251465
480,66,1,0,3,0.7548080086708069
480,67,1,0,3,0.7543712258338928
480,68,1,0,3,0.7432674765586853
480,69,1,0,3,0.7101673483848572
480,70,1,0,3,0.8061136603355408
480,71,1,0,3,0.847410261631012
480,72,1,0,3,0.8693419098854065
640,0,1,0,3,0.8286375403404236
640,1,1,0,3,0.8308601975440979
640,2,1,0,3,0.8278046250343323
640,3,1,0,3,0.8317185640335083
640,4,1,0,3,0.8284715414047241
640,5,1,0,3,0.837486743927002
640,6,1,0,3,0.8336450457572937
640,7,1,0,3,0.8323239684104919
640,8,1,0,3,0.8360593318939209
640,9,1,0,3,0.8362968564033508
640,10,1,0,3,0.8593313694000244
640,11,1,1,3,0.6909434795379639
640,12,1,1,4,0.6897294521331787
640,13,1,1,4,0.6924401521682739
640,14,1,1,4,0.6558963060379028
640,15,1,1,3,0.7569202184677124
640,16,1,1,3,0.8153856992721558
640,17,1,1,3,0.6522443890571594
640,18,1,1,5,0.6950969696044922
640,19,1,1,4,0.6250523924827576
640,20,1,1,4,0.6235499382019043
640,21,1,1,4,0.6038428544998169
640,22,1,1,4,0.555884838104248
640,23,1,1,3,0.5916008949279785
640,24,1,1,3,0.6224008798599243
640,25,1,1,3,0.6371555924415588
640,26,1,1,4,0.5674026012420654
640,27,1,1,4,0.5912266373634338
640,28,1,1,4,0.605732798576355
640,29,1,1,4,0.5651164054870605
640,30,1,1,4,0.7502512335777283
640,31,1,1,4,0.6541031002998352
640,32,1,1,4,0.6954689621925354
640,33,1,1,2,0.7675150036811829
640,34,1,1,3,0.8286932110786438
640,35,1,1,3,0.7226443886756897
640,36,1,1,3,0.7004690170288086
640,37,1,1,4,0.4735598564147949
640,38,1,1,3,0.6764743328094482
640,39,1,1,4,0.6458991765975952
640,40,1,1,3,0.7558033466339111
640,41,1,1,3,0.7280458211898804
640,42,1,1,3,0.7278928160667419
640,43,1,1,3,0.7402666211128235
640,44,1,1,4,0.7214400768280029
640,45,1,1,4,0.7016394138336182
640,46,1,1,4,0.7168782353401184
640,47,1,1,3,0.7438662052154541
640,48,1,1,1,0.8075385093688965
640,49,1,1,4,0.7438300251960754
640,50,1,1,6,0.6927081942558289
640,51,1,1,5,0.6788224577903748
640,52,1,1,4,0.8002132177352905
640,53,1,1,3,0.7969566583633423
640,54,1,1,3,0.7809633016586304
640,55,1,1,2,0.8344877362251282
640,56,1,1,5,0.7527512311935425
640,57,1,1,4,0.7666134834289551
640,58,1,1,4,0.8392720222473145
640,59,1,1,4,0.7469161748886108
640,60,1,1,2,0.8234872221946716
640,61,1,1,4,0.8191229701042175
640,62,1,1,4,0.665863037109375
640,63,1,1,5,0.43600893020629883
640,64,1,1,3,0.8591774106025696
640,65,1,1,3,0.8173571825027466
640,66,1,0,3,0.8305167555809021
640,67,1,0,3,0.8602652549743652
640,68,1,0,3,0.8577045798301697
640,69,1,0,3,0.8543580770492554
640,70,1,0,3,0.8340633511543274
640,71,1,0,3,0.8482773303985596
640,72,1,0,3,0.847236156463623
